year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,id,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
2017,NV,lyon,lyon_NV,0.123,6410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.73,NA,0.27,3385000,3.09,0.211,2440,0.72,0.28,89403,39.26,-119.48,0500000US32019,38380,413,4956,10546,12695,3706,4034,2030,54122,44766,9356,54122,53433,689,20295,2495,4672,3963,5381,2682,627,475,53868,11753,11159,594,30653,27055,3598,11462,11210,252,54122,47630,852,1859,568,121,1628,1464
2017,NV,mineral,mineral_NV,0.151,670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,NA,0.3,371000,3.24,0.28,260,0.68,0.32,89415,38.65,-118.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,nye,nye_NV,0.141,6120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.768,NA,0.232,3153000,3.02,0.238,1760,0.77,0.23,89003,37.09,-116.79,0500000US32023,34136,784,3364,14248,7889,3916,3194,741,44202,37698,6504,44202,41765,2437,19733,3957,4695,4134,4379,1947,621,0,43764,7021,5771,1250,23693,20027,3666,13050,13050,0,44202,35356,1138,1162,775,511,4379,881
2017,NV,pershing,pershing_NV,0.111,740,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.573,NA,0.427,413000,3.27,0.204,230,0.72,0.28,89418,40.59,-118.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,storey,storey_NV,0.102,400,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.593,NA,0.407,225000,3.3,0.199,90,0.64,0.36,89440,39.3,-119.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,washoe,washoe_NV,0.112,49690,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.725,NA,0.275,27966000,3.3,0.185,18320,0.67,0.33,89402,39.28,-119.95,0500000US32031,318643,11673,22106,77704,80476,27484,64732,34468,460587,347283,113304,460587,431031,29556,180851,21658,32970,32480,43767,29321,9709,10946,458066,106629,97229,9400,278741,243324,35417,72696,72068,628,460587,358987,10492,8417,25117,2928,32476,22170
2017,NV,white pine,white pine_NV,0.108,1070,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.621,NA,0.379,546000,2.99,0.205,420,0.75,0.25,89301,39.42,-115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,carson city,carson city_NV,0.124,6740,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.77,NA,0.23,3954000,3.44,0.21,2340,0.8,0.2,89701,39.14,-119.71,0500000US32510,39773,1887,4236,10184,9810,4218,5994,3444,54745,41507,13238,54745,50609,4136,22773,3040,4390,5182,5203,3085,1025,848,52651,11711,11283,428,31008,26947,4061,9932,9910,22,54745,44112,860,1714,1694,151,4842,1372
2017,NH,belknap,belknap_NH,0.087,5280,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.586,NA,0.414,3270000,3.63,0.128,1480,0.65,0.35,03218,43.33,-71.29,0500000US33001,45337,545,2619,12299,9687,4379,8606,7202,60785,59758,1027,60785,60199,586,24524,3014,3955,4703,6197,3773,1256,1626,60067,11855,11634,221,35581,32138,3443,12631,12592,39,60785,58673,207,78,442,53,52,1280
2017,NH,carroll,carroll_NH,0.086,4110,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.669,NA,0.331,2666000,3.8,0.124,980,0.79,0.22,03227,43.83,-71.47,0500000US33003,37225,520,1942,11097,6145,4680,7808,5033,48064,47187,877,48064,47927,137,21646,3264,3855,3792,5638,2724,1210,1163,47619,8668,8304,364,26151,23407,2744,12800,12800,0,null,null,null,null,null,null,null,null
2017,NH,cheshire,cheshire_NH,0.096,7340,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.565,NA,0.435,4096000,3.27,0.126,1760,0.65,0.35,03431,42.95,-72.29,0500000US33005,53007,956,2517,15597,9920,6049,11321,6647,75960,74535,1425,75960,74709,1251,29385,3557,4835,5873,7645,4898,1619,958,75199,14755,14400,355,46285,42748,3537,14159,14159,0,75960,72438,1135,141,787,0,192,1267
2017,NH,coos,coos_NH,0.113,3630,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.639,NA,0.361,2160000,3.49,0.154,830,0.77,0.23,03570,44.48,-71.25,0500000US33007,24216,1013,1894,9437,4219,2774,3504,1375,31634,30387,1247,31634,31315,319,13263,2200,3994,2289,2346,1530,652,252,29478,5409,5350,59,17203,16025,1178,6866,6866,0,31634,28991,1070,34,298,180,206,855
2017,NH,grafton,grafton_NH,0.097,8690,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.526,NA,0.474,5437000,3.67,0.127,1910,0.64,0.36,03215,43.95,-71.5,0500000US33009,62899,1279,2507,16774,10598,5339,14492,11910,89386,87281,2105,89386,85357,4029,33672,4288,7243,4467,7983,5359,2032,2300,88354,15782,15247,535,55496,48708,6788,17076,17076,0,89386,82723,1114,169,3614,47,119,1600
2017,NH,hillsborough,hillsborough_NH,0.089,36070,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.509,NA,0.491,21080000,3.42,0.114,9910,0.56,0.44,03031,42.86,-71.61,0500000US33011,289309,6319,15501,77774,48545,32392,68264,40514,409697,382092,27605,409697,392151,17546,161414,15650,23053,21147,37141,32932,15874,15617,405015,89508,88010,1498,255811,233239,22572,59696,59585,111,409697,367100,12484,445,16540,280,2453,10395
2017,NH,merrimack,merrimack_NH,0.086,12780,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.499,NA,0.501,7918000,3.63,0.111,3250,0.56,0.44,03046,43.1,-71.59,0500000US33013,107044,2067,5024,32519,19375,10795,22447,14817,149216,145964,3252,149216,145709,3507,58220,5486,9496,9793,16227,9746,3968,3504,145848,31019,29903,1116,89469,80191,9278,25360,25343,17,149216,140437,2340,405,2970,0,282,2782
2017,NH,rockingham,rockingham_NH,0.071,21530,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.402,NA,0.598,12808000,3.49,0.101,6210,0.42,0.58,03032,43,-71.34,0500000US33015,222644,2841,8688,55469,40951,20874,58136,35685,306363,297289,9074,306363,300246,6117,120096,10385,15344,13265,27962,24308,12973,15859,304036,63547,62269,1278,188927,177192,11735,51562,51267,295,306363,291639,2599,491,5998,0,957,4679
2017,NH,strafford,strafford_NH,0.096,12090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.533,NA,0.467,7343000,3.56,0.113,2760,0.63,0.37,03815,43.26,-71.11,0500000US33017,84295,1597,5639,24720,15737,8817,16797,10988,128613,125513,3100,128613,123402,5211,48988,6530,7288,7323,12704,9230,4156,1757,126813,26610,26008,602,81651,75265,6386,18552,18403,149,128613,119382,1347,22,4398,0,235,3229
2017,NH,sullivan,sullivan_NH,0.09,3890,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.605,NA,0.395,2189000,3.3,0.121,1020,0.68,0.32,03280,43.17,-72.09,0500000US33019,32029,1027,2065,12878,5834,1879,5375,2971,43077,42396,681,43077,42296,781,17492,1991,4063,2630,4601,2722,743,742,42587,8824,8514,310,25086,23029,2057,8677,8285,392,null,null,null,null,null,null,null,null
2017,NJ,atlantic,atlantic_NJ,0.127,34780,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.734,NA,0.266,19928000,3.36,0.179,10690,0.78,0.22,08037,39.65,-74.77,0500000US34001,185547,8920,15035,59557,35685,13722,33090,19538,269918,218578,51340,269918,248271,21647,97618,18285,18281,11286,20539,16836,6422,5969,267285,62304,58994,3310,159523,139780,19743,45458,45158,300,269918,174454,38933,1934,23250,125,22087,9135
2017,NJ,bergen,bergen_NJ,0.072,67490,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.597,NA,0.403,43296000,3.76,0.106,21370,0.56,0.44,07075,40.85,-74.08,0500000US34003,669205,25181,25528,159491,92944,38655,201746,125660,948406,759353,189053,948406,839811,108595,338516,33917,36965,36020,71438,63372,37175,59629,941940,213115,202471,10644,573479,512266,61213,155346,153442,1904,948406,681675,57359,1325,161307,744,21817,24179
2017,NJ,burlington,burlington_NJ,0.093,41680,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.47,NA,0.53,23015000,3.24,0.114,10960,0.56,0.44,08010,40.06,-74.92,0500000US34005,316357,7898,13228,89418,57989,29684,74803,43337,448596,412313,36283,448596,431992,16604,164248,13382,18879,23144,39962,33303,16570,19008,434346,98542,96133,2409,263359,246538,16821,72445,71875,570,448596,324376,78368,151,22557,304,6606,16234
2017,NJ,camden,camden_NJ,0.118,60130,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.686,NA,0.314,34620000,3.37,0.146,17200,0.76,0.24,08002,39.9,-74.99,0500000US34007,350713,14087,24926,102817,68819,25461,70019,44584,510719,423937,86782,510719,486239,24480,190616,30070,31447,26612,41613,31068,14616,15190,505832,122494,119497,2997,307417,279528,27889,75921,75440,481,510719,330346,96908,1394,29625,622,34974,16850
2017,NJ,cape may,cape may_NJ,0.119,11260,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.581,NA,0.419,6932000,3.61,0.176,2970,0.67,0.33,08202,39.09,-74.73,0500000US34009,70447,1763,2650,22119,14340,5952,15074,8549,93553,86228,7325,93553,91758,1795,39526,5099,6220,5777,10421,6974,2363,2672,91357,17100,16702,398,51111,47356,3755,23146,23007,139,93553,85921,4270,41,654,0,842,1825
2017,NJ,cumberland,cumberland_NJ,0.129,20030,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.821,NA,0.179,9975000,2.92,0.179,6610,0.86,0.14,08302,39.42,-75.22,0500000US34011,103147,8965,11476,37596,20237,6237,12401,6235,152538,105627,46911,152538,141385,11153,50696,9897,10293,7891,10643,7970,2282,1720,141731,37921,35531,2390,82510,70309,12201,21300,21300,0,152538,107450,31131,1569,2386,199,6103,3700
2017,NJ,essex,essex_NJ,0.163,130720,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.736,NA,0.264,89624000,4.02,0.158,30210,0.76,0.24,07003,40.81,-74.18,0500000US34013,544496,40313,40125,149905,87213,33191,115159,78590,808285,620555,187730,808285,704421,103864,284928,52757,47732,41022,50594,37145,19531,36147,796581,201720,190576,11144,490438,418965,71473,104423,103073,1350,808285,345870,321415,775,44333,506,76091,19295
2017,NJ,gloucester,gloucester_NJ,0.092,26860,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.524,NA,0.476,14414000,3.14,0.124,8180,0.57,0.44,08014,39.8,-75.34,0500000US34015,201009,3655,8013,62840,38927,18348,44594,24632,292206,274074,18132,292206,288158,4048,105236,9098,14292,13195,24521,22673,11680,9777,291086,68393,66490,1903,178580,168228,10352,44113,43972,141,292206,238405,30397,125,9036,116,6267,7860
2017,NJ,hudson,hudson_NJ,0.107,72410,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.868,NA,0.132,39161000,3.17,0.153,21220,0.77,0.23,07002,40.66,-74.11,0500000US34017,494883,40546,32077,125996,64258,21715,133883,76408,691643,393270,298373,691643,530111,161532,251906,40062,41547,32647,49200,36945,21749,29756,686491,145467,139521,5946,463136,384010,79126,77888,75804,2084,691643,375365,80772,2660,108481,70,97592,26703
2017,NJ,hunterdon,hunterdon_NJ,0.056,7060,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.406,NA,0.594,4004000,3.32,0.094,2440,0.35,0.66,07830,40.71,-74.83,0500000US34019,88422,2154,2054,18398,12641,6294,27036,19845,125059,116777,8282,125059,119880,5179,45967,2972,3961,3407,9449,9555,6735,9888,121362,25975,24860,1115,74096,70509,3587,21291,21229,62,125059,113585,3175,109,5235,0,1179,1776
2017,NJ,mercer,mercer_NJ,0.106,39550,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.67,NA,0.33,21972000,3.26,0.123,9920,0.77,0.23,08520,40.26,-74.52,0500000US34021,251909,13052,15026,60257,39372,13616,58509,52077,374733,308070,66663,374733,325926,48807,128757,17501,16634,16622,26103,21515,10659,19723,370498,87438,85242,2196,229325,201724,27601,53735,52854,881,374733,237298,78243,117,41449,94,7460,10072
2017,NJ,middlesex,middlesex_NJ,0.082,68400,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.616,NA,0.384,36209000,3.1,0.114,20860,0.67,0.33,07001,40.58,-74.27,0500000US34023,581230,28127,29424,144474,82116,38358,153517,105214,842798,664294,178504,842798,710844,131954,285446,27115,33987,38094,64484,55324,30904,35538,834447,192685,185502,7183,522155,472653,49502,119607,116976,2631,842798,483880,87425,1857,211307,154,34796,23379
2017,NJ,monmouth,monmouth_NJ,0.08,49940,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.562,NA,0.438,29894000,3.51,0.113,15530,0.6,0.4,07701,40.34,-74.06,0500000US34025,438551,12704,17576,101861,72845,33294,122077,78194,626351,557433,68918,626351,595902,30449,235727,20321,27235,25283,46551,42520,30080,43737,622435,142628,139331,3297,376076,347903,28173,103731,103142,589,626351,514895,43140,1312,35766,0,18106,13132
2017,NJ,morris,morris_NJ,0.056,28070,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.512,NA,0.488,17704000,3.7,0.093,10150,0.48,0.53,07005,40.9,-74.4,0500000US34027,349240,12463,9649,69730,49923,24044,105552,77879,499693,431540,68153,499693,459969,39724,180854,10722,17466,15972,34032,37655,24251,40756,495297,114877,113116,1761,299941,277872,22069,80479,80365,114,499693,406647,17476,1433,53060,110,10271,10696
2017,NJ,ocean,ocean_NJ,0.09,53350,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.697,NA,0.303,30398000,3.34,0.152,21220,0.84,0.17,08005,39.75,-74.22,0500000US34029,411601,10326,20809,136756,84339,33879,83413,42079,597943,541977,55966,597943,582334,15609,225847,29195,35361,31008,55357,39885,17459,17582,592333,148271,143629,4642,314108,284321,29787,129954,129802,152,597943,541143,18755,360,12338,112,16287,8948
2017,NJ,passaic,passaic_NJ,0.098,49950,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.872,NA,0.128,28466000,3.34,0.162,19980,0.79,0.21,07011,40.86,-74.15,0500000US34031,339748,29814,24378,119375,53242,18187,64525,30227,512607,297996,214611,512607,431207,81400,168397,27356,27602,24640,37698,25102,13997,12002,509493,129629,123190,6439,308667,249739,58928,71197,69893,1304,512607,336747,56046,746,27549,64,80677,10778
2017,NJ,salem,salem_NJ,0.127,8080,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.647,NA,0.353,5123000,3.72,0.181,2550,0.78,0.22,08001,39.56,-75.34,0500000US34033,43960,1536,3235,15783,9040,4540,6487,3339,62792,57128,5664,62792,61531,1261,24801,4559,4516,3192,5253,4091,1726,1464,61710,14339,13231,1108,36472,33805,2667,10899,10899,0,62792,50757,8812,362,420,0,1005,1436
2017,NJ,somerset,somerset_NJ,0.062,20750,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.481,NA,0.519,12780000,3.61,0.092,7000,0.45,0.55,07059,40.63,-74.51,0500000US34035,233073,5223,5924,52772,33203,13557,65017,57377,335432,285798,49634,335432,301451,33981,114812,7459,10900,12271,20667,22192,15695,25628,332502,79177,77280,1897,203867,191214,12653,49458,48200,1258,335432,228114,32683,290,62387,119,5727,6112
2017,NJ,sussex,sussex_NJ,0.067,9620,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.53,NA,0.47,6340000,3.86,0.112,3390,0.53,0.47,07416,41.11,-74.58,0500000US34037,101761,1966,3277,32252,18238,8685,24414,12929,141682,130095,11587,141682,138243,3439,53396,3417,7538,6259,12661,11894,5834,5793,140386,29975,29252,723,87876,82392,5484,22535,22535,0,141682,129803,3756,143,3603,0,2885,1492
2017,NJ,union,union_NJ,0.093,52090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.755,NA,0.245,29757000,3.35,0.124,16350,0.76,0.24,07016,40.65,-74.3,0500000US34039,383744,26890,21701,112965,65547,23101,79900,53640,563892,383558,180334,563892,494312,69580,190138,20566,29769,26145,39159,34249,16300,23950,559334,138824,133034,5790,343598,295586,48012,76912,76440,472,563892,310993,123985,1140,28984,432,86031,12327
2017,NJ,warren,warren_NJ,0.087,9360,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.575,NA,0.425,5989000,3.75,0.128,2860,0.64,0.36,07820,40.91,-74.83,0500000US34041,75495,2526,3965,22496,13722,7628,15683,9475,106798,96610,10188,106798,103072,3726,41366,4469,4818,5727,10461,8377,4054,3460,105986,22795,21887,908,65628,61228,4400,17563,17563,0,106798,94514,4523,0,2534,0,1568,3659
2017,NM,bernalillo,bernalillo_NM,0.149,100350,1.65,SNAP,1.85,Other Nutrition Program,0.68,0.021,0.299,51705000,3.02,0.225,34380,0.67,0.33,87008,35.1,-106.37,0500000US35001,465107,18254,26896,106829,110624,38506,88952,75046,676773,337854,338919,676773,641761,35012,264827,46647,58401,45800,54895,34763,13566,10755,670429,158688,154545,4143,406603,362449,44154,105138,104669,469,676773,521615,19273,33502,17249,627,59459,25048
2017,NM,catron,catron_NM,0.187,660,1.65,SNAP,1.85,Other Nutrition Program,0.61,0.053,0.336,328000,2.91,0.284,150,0.91,0.09,87820,33.88,-108.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,chaves,chaves_NM,0.148,9690,1.65,SNAP,1.85,Other Nutrition Program,0.799,0.033,0.169,4819000,2.91,0.246,4360,0.74,0.26,88201,33.37,-104.52,0500000US35005,41055,5403,3600,12008,9390,3708,4413,2533,64866,28251,36615,64866,59166,5700,23002,4986,5186,4910,4749,2001,712,458,63772,17948,15766,2182,35875,29799,6076,9949,9920,29,64866,57382,941,339,20,0,3972,2212
2017,NM,cibola,cibola_NM,0.198,5350,1.65,SNAP,1.85,Other Nutrition Program,0.753,0.037,0.21,2529000,2.77,0.304,1980,0.82,0.18,87005,35.14,-108.23,0500000US35006,18360,558,2126,6582,3832,1466,2653,1143,28401,17735,10666,28401,27973,428,8754,2702,1823,1427,1268,666,723,145,27065,7032,6975,57,16094,14316,1778,3939,3920,19,28401,14304,488,12515,19,0,511,564
2017,NM,colfax,colfax_NM,0.163,2040,1.65,SNAP,1.85,Other Nutrition Program,0.784,0.005,0.212,1160000,3.33,0.259,610,0.9,0.1,87710,36.39,-105.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,curry,curry_NM,0.18,9040,1.65,SNAP,1.85,Other Nutrition Program,0.793,0.022,0.185,4881000,3.16,0.251,3390,0.79,0.21,88101,34.41,-103.2,0500000US35009,30211,1294,3858,7101,8301,3133,4069,2455,49812,28776,21036,49812,46879,2933,18698,3566,5127,2565,4467,2235,335,403,47360,13866,13683,183,28027,23657,4370,5467,5443,24,49812,31669,2874,106,409,0,11162,3592
2017,NM,de baca,de baca_NM,0.16,320,1.65,SNAP,1.85,Other Nutrition Program,0.835,0.069,0.096,165000,3.01,0.208,100,0.86,0.15,88119,34.47,-104.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,doña ana,doña ana_NM,0.155,33110,1.65,SNAP,1.85,Other Nutrition Program,0.843,0.01,0.147,16995000,3.01,0.271,14700,0.75,0.25,88004,32.33,-106.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,eddy,eddy_NM,0.131,7410,1.65,SNAP,1.85,Other Nutrition Program,0.63,0.065,0.305,3970000,3.14,0.212,3170,0.68,0.32,88210,32.84,-104.43,0500000US35015,37333,2235,4764,13164,8128,4051,3187,1804,56997,29038,27959,56997,54695,2302,21725,3304,6099,2980,4370,2643,1424,905,56394,15314,14108,1206,32958,28513,4445,8122,7896,226,56997,50737,1323,682,142,0,3019,1094
2017,NM,grant,grant_NM,0.153,4340,1.65,SNAP,1.85,Other Nutrition Program,0.691,0.048,0.261,2389000,3.23,0.25,1490,0.73,0.27,88022,33.01,-108.28,0500000US35017,20792,1084,1529,5632,5584,2126,3107,1730,27687,14611,13076,27687,27287,400,11959,3525,2269,2424,2386,1037,60,258,27154,5249,5150,99,14057,13441,616,7848,7848,0,27687,26246,273,640,42,7,246,233
2017,NM,guadalupe,guadalupe_NM,0.094,420,1.65,SNAP,1.85,Other Nutrition Program,0.71,0.052,0.238,220000,3.07,0.206,170,0.5,0.5,87711,35.2,-105.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,harding,harding_NM,0.167,90,1.65,SNAP,1.85,Other Nutrition Program,0.716,0.059,0.225,50000,3.26,0.278,30,0.76,0.24,87730,36.08,-104.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,hidalgo,hidalgo_NM,0.149,660,1.65,SNAP,1.85,Other Nutrition Program,0.792,0.029,0.179,332000,2.95,0.259,270,0.77,0.23,88009,32.02,-108.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,lea,lea_NM,0.133,9270,1.65,SNAP,1.85,Other Nutrition Program,0.664,0.029,0.307,4897000,3.1,0.22,4610,0.63,0.37,88114,33.51,-103.33,0500000US35025,41484,4084,5907,13969,9544,2787,3028,2165,68759,28556,40203,68759,59541,9218,22222,4017,3855,4219,5658,3057,659,757,66819,21685,20834,851,37258,31154,6104,7876,7623,253,68759,60490,2793,679,0,0,3298,1499
2017,NM,lincoln,lincoln_NM,0.154,3000,1.65,SNAP,1.85,Other Nutrition Program,0.652,0.047,0.301,1547000,3.02,0.214,770,0.74,0.26,88301,33.64,-105.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,los alamos,los alamos_NM,0.127,2290,1.65,SNAP,1.85,Other Nutrition Program,0.257,0.027,0.716,1275000,3.26,0.171,710,0.29,0.71,87544,35.89,-106.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,luna,luna_NM,0.207,5040,1.65,SNAP,1.85,Other Nutrition Program,0.854,0.047,0.099,2563000,2.98,0.334,2150,0.86,0.14,88029,31.82,-107.64,0500000US35029,14783,3064,2605,4321,2051,621,1641,480,24544,7090,17454,24544,21788,2756,9704,3024,2480,1892,1488,755,37,28,24261,7453,7006,447,12032,9391,2641,4776,4725,51,null,null,null,null,null,null,null,null
2017,NM,mckinley,mckinley_NM,0.26,18920,1.65,SNAP,1.85,Other Nutrition Program,0.832,0.019,0.149,8840000,2.74,0.335,7240,0.86,0.14,87045,35.36,-108.04,0500000US35031,44311,4590,5449,15597,9193,3548,2763,3171,72564,62232,10332,72564,71936,628,21083,7472,5071,2976,2808,1463,610,683,72215,22179,19022,3157,41701,30236,11465,8335,8172,163,72564,10559,567,55221,554,128,2064,3471
